2019-09-20 06:00:35.635,0XFToWYIDpGw813B_7xv6OhrSALXxxdy,shops_ranking,app_page_view,,
2019-09-20 06:00:37.790,n8tIdOezWcf-jtTLc2SES_h8FgGcFpRF,goods_search_result/남방,app_page_view,,
2019-09-20 06:00:40.578,6OUwcnzrZ5pPJZ4y_VbasWbFxXEjEDiE,shops_ranking,app_page_view,,
2019-09-20 06:00:44.369,adBD3fP3AH7xWXOMNJmsT9D4kN0xJHKA,shops_ranking,app_page_view,,
2019-09-20 06:00:44.620,ga_g0_b4WpumN67YLRGJOdOIeCpWY4Yv,category_search_result/스커트,app_page_view,,
2019-09-20 06:00:46.351,ga_g0_b4WpumN67YLRGJOdOIeCpWY4Yv,category_search_result/원피스,app_page_view,,
2019-09-20 06:00:47.645,0XFToWYIDpGw813B_7xv6OhrSALXxxdy,my_goods,app_page_view,,
2019-09-20 06:00:57.053,n8tIdOezWcf-jtTLc2SES_h8FgGcFpRF,goods_search_result/남방,enter_browser,3867,120
2019-09-20 06:00:59.392,d6DlKee8OT0O0XftIpP4elMg-GIISL_h,shops_ranking,app_page_view,,
2019-09-20 06:01:04.941,0XFToWYIDpGw813B_7xv6OhrSALXxxdy,goods_search_result/크림팬츠,app_page_view,,
2019-09-20 06:01:11.654,qwoCM4f0telpYhdYjoLw5bf8QYVUSvno,shops_bookmark,app_page_view,,
2019-09-20 06:01:12.047,9lZDhODc4r_ucwjMFClncpezaaqmH8SF,my_goods,app_page_view,,
2019-09-20 06:01:30.611,miJ57lWEKzIzdtfygPTReqU-_M0Dr-po,shops_ranking,app_page_view,,
2019-09-20 06:01:31.153,miJ57lWEKzIzdtfygPTReqU-_M0Dr-po,shops_bookmark,app_page_view,,
2019-09-20 06:01:32.256,miJ57lWEKzIzdtfygPTReqU-_M0Dr-po,my_goods,app_page_view,,
2019-09-20 06:01:33.937,miJ57lWEKzIzdtfygPTReqU-_M0Dr-po,my_goods,enter_browser,6477,77
