2019-09-21 23:00:00.737,_HOMJJmi1Ix6Wl0OvYp7MbGjULbF-2-h,my_goods,app_page_view,,
2019-09-21 23:00:01.506,JFqVuheixdr2LUtyIRORw_x2ZPI43Hye,category_search_result/원피스,app_page_view,,
2019-09-21 23:00:01.771,Dh1nFG_wfX6BWM5TFKjPKo-PT0qZdGC7,shops_bookmark,app_page_view,,
2019-09-21 23:00:02.471,Lfp7jBQYATEs2_OCGLQle2yKS7x7jvFn,shops_bookmark,app_page_view,,
2019-09-21 23:00:02.546,i8lAr0csgIHMSy2sp7IeKhsHvcf0rp1o,goods_search_result/일자슬랙스,app_page_view,,
2019-09-21 23:00:02.594,rI77jfOK3nWMSKiBT9ikjf3WCmKYJ01S,shops_bookmark,enter_browser,6293,50
2019-09-21 23:00:02.884,Sz66f5Seh7R31PQ2AvEaAo3vZx54tONW,shops_bookmark,enter_browser,6365,22
2019-09-21 23:00:04.080,Wzfu_jleAG4PwPvktN1huOjEHUfKTo2t,shops_ranking,app_page_view,,
2019-09-21 23:00:04.283,ShGuDMDvNMIzuFxB6GnNhMPmuwEME_kl,shops_ranking,app_page_view,,
2019-09-21 23:00:04.637,4EQyfCc5-mow_U212x-IPwq341cc5afx,shops_bookmark,app_page_view,,
2019-09-21 23:00:05.196,D9rAHEu1VugBc1nu5X9ui7dI6mtJg2c6,goods_search_result/롤업청바지,app_page_view,,
2019-09-21 23:00:05.538,2KRPHX0XgibwxEGTOrMNXGZ4dKGGEn7H,shops_ranking,app_page_view,,
2019-09-21 23:00:05.569,2OnqVvr8NTnGm-KuR25AU1sJ-mC0O4C6,shops_ranking,app_page_view,,
2019-09-21 23:00:05.725,w3Epqnx389sKkCRriDudGI9hfFMrz4T5,goods_search_result/시스루블라우스,app_page_view,,
2019-09-21 23:00:06.063,4EQyfCc5-mow_U212x-IPwq341cc5afx,shops_ranking,app_page_view,,
2019-09-21 23:00:06.558,c1wK-qUoD7XlU2ZuovBxyk4RZjkfaVtI,shops_ranking,add_my_goods,1576,167
2019-09-21 23:00:06.892,CH8vvWrrTG67z5znDwofTqtnZ2YaiYSv,shops_ranking,app_page_view,,
2019-09-21 23:00:06.920,3Vo9NP0qU_176pgbqk6Cu-CY7kpJ2-WB,my_goods,app_page_view,,
2019-09-21 23:00:08.034,Ga1xe1E1MyM415nBQKIe9hxvNMChPDJG,goods_search_result/하이웨스트 청바지,app_page_view,,
2019-09-21 23:00:08.065,zHEtXwBPdoPAFi3neZdAXIWMuc62NPzW,shops_bookmark,app_page_view,,
2019-09-21 23:00:08.179,ea6K5pC1nUJbYpmB87x-kXT7jMz8Db6O,my_goods,app_page_view,,
2019-09-21 23:00:09.253,_sKfJ4rZ0pBqolQ0vUYX0FBJqciWCWEO,my_goods,app_page_view,,
2019-09-21 23:00:09.762,s1YrQxeR9nRrNjrkiwDY7kpm_2UT4imK,category_search_result/상의,app_page_view,,
2019-09-21 23:00:09.811,5TQXGVpmaEmKgM35PERKJ7ry6vq5BCx4,goods_search_result/린넨,app_page_view,,
2019-09-21 23:00:10.146,ShGuDMDvNMIzuFxB6GnNhMPmuwEME_kl,shops_ranking,app_page_view,,
2019-09-21 23:00:10.539,N4nPtX8sba_h_k4EruRExPVQ8OwYQgjp,shops_ranking,app_page_view,,
2019-09-21 23:00:10.734,inAocLaVwfIH6q0xrVG2uUjs0FZu7GZ4,shops_ranking,app_page_view,,
2019-09-21 23:00:11.095,dwMc8oJHRPXtIfJxEY55NKcOWYY1Iz-s,shops_ranking,enter_browser,,36
2019-09-21 23:00:11.321,kaQKrS0Mtc5bMIN_SPZzhfDB2IqkJyA4,my_goods,app_page_view,,
2019-09-21 23:00:12.199,i8lAr0csgIHMSy2sp7IeKhsHvcf0rp1o,goods_search_result/일자슬랙스,enter_browser,472,139
2019-09-21 23:00:12.653,qCipuVH3Szy-wk7Bc2qMExjsx44xItUt,shops_bookmark,app_page_view,,
2019-09-21 23:00:12.845,ByjihO4i9HyJtDBaEYZTgGapQRl0srhp,my_goods,app_page_view,,
2019-09-21 23:00:13.386,eWREeABdknQFc7QlEYnR7Fn7xkZRONPS,shops_bookmark,app_page_view,,
2019-09-21 23:00:13.452,QProi6bqXZxekA5NK35k5eCdrq8G9lje,shops_ranking,app_page_view,,
2019-09-21 23:00:14.536,MPIe00d-QxBuoHq4K-uwuSmNNcNhWStJ,goods_search_result/리본팬추,app_page_view,,
2019-09-21 23:00:15.120,Nc7LTDEWxBF2bbLZdjtjaLE60NgWbXoO,my_goods,app_page_view,,
2019-09-21 23:00:15.137,eASkHnZqtdtUG9KiDbQzHDSJ5mdNePzK,shops_ranking,app_page_view,,
2019-09-21 23:00:15.359,qCipuVH3Szy-wk7Bc2qMExjsx44xItUt,shops_bookmark,enter_browser,6577,183
