timestamp,user_id,event_origin,event_name,event_goods_id,event_shop_id
2019-09-24 22:00:00.072,crMSpw_Hz9xuhbhDfkFoinHeG6X3QIzE,shops_bookmark,app_page_view,,
2019-09-24 22:00:00.133,JaK0oWZMlzJpzmK_BoLZhANulCi0Yaur,goods_search_result/요가티셔츠,app_page_view,,
2019-09-24 22:00:00.803,Y-bqEthTXmiUMvXJnK8MuZ-g3owM2zZw,shops_ranking,app_page_view,,
2019-09-24 22:00:01.095,GfVwercEas2E5IFse7qp6AUF6WR_idzX,category_search_result/원피스,app_page_view,,
2019-09-24 22:00:01.106,zHEtXwBPdoPAFi3neZdAXIWMuc62NPzW,shops_bookmark,app_page_view,,
2019-09-24 22:00:01.322,nLJ0Jg-ahLUWwjfW3v3LdHO7K1VH4ckd,shops_bookmark,app_page_view,,
2019-09-24 22:00:01.332,fF6kuIO_Ea9NYSAMf_D3nDI0LS7A9OuY,shops_bookmark,app_page_view,,
2019-09-24 22:00:02.637,kbyROthKy8QEmCBh9RnAsFJb3Fd6tM00,goods_search_result/하이웨스트반바지,enter_browser,4118,60
2019-09-24 22:00:02.658,G8jGIGB9JLnykELd-Wi7pABnsy1dsrHu,shops_bookmark,app_page_view,,
2019-09-24 22:00:03.005,5javrZMTBYooeCbvRUE_7Ubs7ZojkJaK,my_goods,app_page_view,,
2019-09-24 22:00:04.364,G8MEWIyBrK0EZ6S68E-L0C4-_CPjti0E,goods_search_result/오프숄더,enter_browser,3058,22
2019-09-24 22:00:04.488,zHEtXwBPdoPAFi3neZdAXIWMuc62NPzW,shops_bookmark,enter_browser,7028,18
2019-09-24 22:00:04.540,4sUXzRaMk_86WF_uPiLinQnILSjztlbk,shops_bookmark,app_page_view,,
2019-09-24 22:00:04.868,MAJ3yQfjzWNNjS6wx1TjlTfcA_n3WT4p,shops_bookmark,app_page_view,,
2019-09-24 22:00:05.418,SfCNcaGlO6S0w3BFilQ8unEHVAJCn-C9,goods_search_result/머리,app_page_view,,
2019-09-24 22:00:05.507,hEdrIgXpn6R3Uaq4JX6ncFkZmxmVGFx8,shops_ranking,app_page_view,,
2019-09-24 22:00:05.533,fLmRau2YMUPuxD2gmpvB8_k2fEwIf5a3,shops_ranking,app_page_view,,
2019-09-24 22:00:05.559,OstL1duBKstX6LHWKi60yb1HMt-yLUOs,shops_ranking,app_page_view,,
2019-09-24 22:00:05.666,HckZMdPtlsFrvFLv3JwLKIdggbkX_5Z8,shops_ranking,app_page_view,,
